voltage,current,temperature,time,battery_type,power,voltage_drop_rate,temp_change_rate,current_spike,soc,soh,risk
11.7111,4.8348,51.1433,467.0792,Lead-acid,56.6208,0.04415,0.01525,4.3571,5.6648,54.1245,High
10.4629,3.1943,28.3570,304.1909,Lead-acid,33.4217,0.00157,0.16288,0.4922,97.2939,74.3607,Low
10.7167,7.8334,39.2177,136.3926,Li-ion,83.9489,0.01390,0.24190,0.2632,74.6214,79.6109,Medium
10.3380,3.1514,24.1417,308.7764,Li-ion,32.5789,0.02075,0.25273,2.4402,68.4470,78.3542,Medium
12.6919,1.8222,21.0374,158.3880,NiMH,23.1272,0.01287,0.13381,1.1926,76.0103,84.3318,Low
12.7852,5.8788,25.2252,236.8726,Lead-acid,75.1614,0.00575,0.06697,2.3509,83.8001,80.0270,Medium
10.8088,0.9647,43.0501,484.8817,NiMH,10.4269,0.02840,0.20643,1.2508,50.8920,59.6467,Medium
12.8388,9.0868,25.7978,247.4845,NiMH,116.6630,0.01472,0.30258,0.7628,69.6983,76.9039,Low
12.0792,6.3606,56.9790,199.0546,Li-ion,76.8316,0.03639,0.31378,3.6045,42.6394,62.0087,High
13.2814,9.9740,58.9723,24.4051,NiMH,132.4686,0.03120,0.06231,3.4104,44.0802,70.8589,High
10.3323,9.9921,52.9650,272.0314,Li-ion,103.2418,0.03764,0.08996,4.9241,37.6781,59.9297,High
12.9736,5.7645,48.9895,251.4968,NiMH,74.7868,0.00905,0.43843,0.1694,84.1659,66.8974,Medium
11.1377,7.1774,38.3671,258.2308,Lead-acid,79.9392,0.01496,0.19738,0.8217,67.3221,72.7756,Medium
12.7094,9.6026,21.6215,204.3607,Lead-acid,122.0437,0.00136,0.36036,0.4679,91.5740,80.8145,Low
11.4988,5.9863,23.1228,72.8894,NiMH,68.8356,0.02171,0.47224,1.6474,58.7294,89.7103,Medium
12.2713,3.1683,54.0958,239.1291,Li-ion,38.8791,0.04546,0.10695,3.8651,28.9140,65.2555,High
13.8925,3.9003,29.1350,210.7806,Li-ion,54.1842,0.01189,0.08858,1.2472,80.4386,83.1483,Low
12.7331,2.0996,22.1533,207.9631,Li-ion,26.7348,0.01624,0.11678,2.4690,73.7304,83.0526,Medium
11.3709,9.0631,25.0675,186.0329,NiMH,103.0564,0.01343,0.10233,1.4932,75.3333,83.9430,Low
10.5598,5.6922,26.9124,100.1834,Lead-acid,60.1086,0.01126,0.44579,0.5283,75.7594,87.2780,Low
12.1076,3.0204,33.3984,342.7425,NiMH,36.5703,0.00724,0.44512,2.9283,86.0397,70.6461,Medium
11.8793,0.8704,20.1382,302.1402,Li-ion,10.3399,0.00821,0.11281,1.7175,88.0517,78.6843,Medium
12.8920,6.7863,51.6491,463.5100,Li-ion,87.4892,0.04471,0.38238,3.9207,30.6061,52.3013,High
10.8753,5.1326,31.0388,40.8020,Li-ion,55.8184,0.00777,0.19102,0.5382,84.2316,86.6930,Low
12.2819,5.9061,23.7479,116.5443,NiMH,72.5386,0.00459,0.04783,0.4505,89.1377,85.9042,Low
12.6377,7.0341,27.0011,455.3548,NiMH,88.8948,0.01450,0.24865,1.5781,71.6590,68.3584,Medium
11.1607,2.0333,47.4208,193.2012,Li-ion,22.6936,0.01469,0.21256,2.1176,76.9222,69.6638,Medium
12.1074,6.6910,56.1436,261.7068,NiMH,81.0109,0.04265,0.10759,4.1720,25.7662,60.6042,High
10.8988,8.4934,24.6613,65.5959,Li-ion,92.5674,0.00119,0.47406,0.6120,95.3706,88.2914,Low
13.3059,6.3082,54.8765,100.9876,Lead-acid,83.9359,0.03849,0.13085,3.3237,17.4978,73.1622,High
13.4704,5.7733,57.5515,195.9584,NiMH,77.7695,0.04030,0.09316,3.1099,27.4779,65.6453,High
12.7595,7.2730,34.4654,205.5062,Lead-acid,92.7998,0.01400,0.33913,1.1329,66.8243,78.0087,Low
13.9056,6.8333,58.2064,44.8491,Li-ion,95.0210,0.03135,0.43477,3.3790,49.2933,68.8166,High
12.6793,9.6262,58.1436,286.9557,NiMH,122.0541,0.04214,0.18487,4.2763,24.0352,60.7783,High
12.0148,2.6786,58.0594,292.0807,Li-ion,32.1832,0.04786,0.01005,3.2452,26.4854,61.3714,High
13.3113,9.8741,23.4322,463.6013,Lead-acid,131.4367,0.01193,0.13002,1.8500,72.3370,67.7156,Medium
12.4175,2.5200,41.0024,373.2295,Lead-acid,31.2925,0.00658,0.06602,1.0101,84.8288,65.8589,Medium
12.5523,7.2267,29.8491,68.7888,NiMH,90.7121,0.01270,0.42966,1.4257,74.0450,86.4726,Low
10.3210,9.6594,26.7281,438.5313,Lead-acid,99.6944,0.01384,0.07517,0.5662,68.1682,65.4571,Low
13.8341,5.8271,33.0930,477.3058,Li-ion,80.6129,0.02664,0.35947,1.4809,55.4754,66.0765,Medium
10.2175,6.4481,48.1338,287.7548,NiMH,65.8834,0.02504,0.44335,1.0648,53.8662,65.8112,Medium
10.3263,4.7096,22.3337,217.7672,Li-ion,48.6326,0.01156,0.30747,0.0746,80.0829,81.7476,Low
13.5833,9.2213,24.2371,29.1689,Li-ion,125.2562,0.02747,0.32594,1.1883,52.5569,89.6729,Medium
12.4770,9.2358,25.1132,321.2576,NiMH,115.2351,0.02061,0.30073,0.8962,61.9830,77.4184,Medium
11.4831,8.9564,27.0512,499.7281,Lead-acid,102.8481,0.02005,0.41026,1.2669,55.5659,65.1247,Medium
11.9046,3.9346,54.1681,133.1993,Lead-acid,46.8392,0.03696,0.04563,3.5899,18.5774,72.0585,High
11.0548,5.2389,28.7648,217.4769,NiMH,57.9144,0.02273,0.22564,1.1646,60.9902,79.1437,Medium
12.6333,2.2710,41.9750,78.5095,Lead-acid,28.6908,0.00577,0.29754,0.3401,86.3184,79.3711,Medium
12.7177,4.1831,52.9359,124.5816,Lead-acid,53.2002,0.03887,0.28119,3.9613,16.9692,74.6865,High
11.9651,9.5255,26.5366,282.2806,Lead-acid,113.9733,0.00331,0.46220,1.1053,89.7031,74.9893,Low
13.7402,3.9097,32.2696,344.0995,NiMH,53.7203,0.00775,0.20630,0.8509,85.7920,73.6724,Low
10.8888,6.6961,52.0206,156.2479,Li-ion,72.9123,0.04188,0.38848,4.6534,34.5147,66.7580,High
11.5793,0.5407,58.2590,122.3182,Li-ion,6.2610,0.04370,0.11868,4.1801,34.2084,66.6840,High
11.1760,4.3256,44.6347,301.0841,Li-ion,48.3427,0.02293,0.26949,1.2466,63.1552,66.4768,Medium
10.8942,6.9190,22.1479,427.6053,Li-ion,75.3764,0.01129,0.15744,2.2431,79.1994,74.6817,Medium
13.0796,8.7719,32.1779,352.6331,NiMH,114.7330,0.01059,0.37214,1.7179,80.3255,69.3312,Medium
10.9965,7.6097,56.2919,95.0448,Lead-acid,83.6804,0.03760,0.32446,4.6370,15.8983,69.5357,High
10.4260,1.9057,49.0959,119.5764,Lead-acid,19.8692,0.01236,0.39390,2.5462,74.4991,73.5406,Medium
12.6634,9.4943,51.8862,128.9566,NiMH,120.2300,0.03840,0.24957,3.4166,30.0264,68.9549,High
12.1682,7.6895,24.0183,382.4020,Li-ion,93.5668,0.00860,0.22627,1.4863,82.6350,73.9678,Low
13.6117,7.8695,33.6593,122.7580,Li-ion,107.1181,0.01143,0.40295,1.2493,78.2366,80.3268,Low
12.6674,2.2313,56.9846,451.5473,Li-ion,28.2647,0.04997,0.39462,4.7913,24.2599,51.2727,High
11.0973,2.2812,52.6280,360.0638,Li-ion,25.3148,0.04934,0.01477,3.8499,21.8552,57.6056,High
11.0529,8.9202,32.8807,47.4666,Lead-acid,98.5943,0.00296,0.04695,0.8079,88.2164,84.3322,Low
12.0017,7.9374,28.4669,79.7598,Li-ion,95.2622,0.02166,0.27482,2.4965,62.3642,85.9836,Medium
13.9335,8.6333,34.7241,272.9963,Li-ion,120.2923,0.01675,0.07586,1.4033,71.3285,74.2303,Medium
10.0936,7.3665,53.0154,257.7761,Lead-acid,74.3540,0.04523,0.27760,4.1934,0.1462,62.5449,High
13.1508,4.4557,58.7939,424.1127,Li-ion,58.5962,0.04424,0.24032,3.5835,31.4868,53.7649,High
12.5182,4.2871,54.9978,197.7166,Lead-acid,53.6668,0.03387,0.44968,4.7134,24.8752,65.3848,High
10.2090,3.3989,38.1242,275.3591,Li-ion,34.6996,0.00952,0.18042,1.2717,82.1812,72.8933,Medium
11.3518,6.9511,27.3831,417.5459,Li-ion,78.9077,0.01761,0.42688,2.8607,71.7134,70.1934,Medium
10.0387,5.4924,52.5320,162.8612,Li-ion,55.1368,0.03821,0.13682,3.1646,39.3895,67.2046,High
11.0680,3.6314,20.1025,295.4058,Li-ion,40.1927,0.00637,0.29071,0.6701,87.8475,78.8012,Low
12.5509,9.3721,23.2808,457.2482,Li-ion,117.6282,0.00738,0.33305,0.0907,83.0164,70.4242,Low
11.6237,4.6056,46.4920,212.9692,NiMH,53.5340,0.02769,0.48940,0.1679,50.4198,70.0363,Medium
11.9454,0.9563,36.8521,268.9147,Li-ion,11.4234,0.01506,0.45736,1.1691,76.6185,71.5364,Medium
11.1693,2.9424,59.3453,89.3121,Li-ion,32.8642,0.04489,0.21896,3.3796,31.0590,67.7873,High
13.0674,8.9815,59.8026,86.7050,Li-ion,117.3645,0.04914,0.42578,4.3151,22.0271,68.0910,High
13.9118,6.7532,28.6222,144.4954,Lead-acid,93.9488,0.01490,0.28731,0.4428,66.3843,83.0180,Low
12.9688,9.5914,57.8340,170.4122,NiMH,124.3895,0.04001,0.42834,4.1765,27.8609,64.9310,High
12.4791,2.8980,33.7707,183.6761,Li-ion,36.1642,0.00834,0.39952,0.3615,84.3946,82.0514,Low
12.3070,0.9183,32.3737,40.8750,Lead-acid,11.3018,0.02116,0.38707,2.8701,53.7854,85.3623,Medium
10.6463,4.6974,25.0033,355.7770,Li-ion,50.0105,0.00283,0.28484,1.4697,92.2364,78.4948,Low
10.8739,1.4201,54.6922,135.6637,NiMH,15.4424,0.03358,0.45992,4.4891,41.9847,73.5433,High
10.3509,9.2637,42.9169,308.9154,NiMH,95.8880,0.02457,0.49655,2.4966,55.5408,68.0786,Medium
12.4600,5.3171,21.1510,236.7287,Lead-acid,66.2518,0.01310,0.28162,1.2829,71.2040,81.0795,Low
10.4965,1.7803,59.7995,303.5630,Lead-acid,18.6868,0.04627,0.09848,3.1461,2.3476,62.2112,High
12.8744,0.6338,24.9603,175.1850,Li-ion,8.1598,0.01124,0.15456,0.9724,83.2535,84.5798,Low
11.1996,6.3276,59.7369,55.9597,NiMH,70.8663,0.03640,0.11848,3.1904,36.2047,73.4706,High
13.1549,2.5665,28.8081,193.5195,Li-ion,33.7621,0.02930,0.04982,2.2618,55.0465,81.1643,Medium
10.0487,5.4833,25.8216,140.2849,NiMH,55.1003,0.00617,0.26995,2.2651,86.5330,86.0356,Medium
11.8839,9.2152,20.8441,138.8960,Lead-acid,109.5129,0.01070,0.02469,1.6741,72.9382,82.0166,Medium
12.2758,4.6625,21.5557,309.5483,Li-ion,57.2364,0.01376,0.39179,0.7240,77.5319,80.4030,Low
11.4187,9.4845,31.9708,419.9020,Li-ion,108.3003,0.02098,0.22273,2.5296,65.4911,66.7547,Medium
11.9011,2.4925,25.0526,399.8694,NiMH,29.6637,0.00194,0.32925,1.2018,94.9094,74.0024,Low
12.9838,8.6298,30.3478,204.3704,Li-ion,112.0484,0.01142,0.01526,2.0741,77.5322,81.7988,Medium
11.5440,6.4099,55.3687,293.8471,NiMH,73.9963,0.03585,0.49420,4.1008,36.5955,63.2234,High
10.0058,1.5888,57.2156,299.4613,Li-ion,15.8973,0.03584,0.37592,4.2302,45.2868,59.9575,High
13.0662,3.5971,49.7312,230.9586,NiMH,47.0006,0.00688,0.13386,0.3104,86.8978,68.1779,Medium
12.6340,1.5620,56.1600,79.0456,Li-ion,19.7348,0.04476,0.46578,3.4745,32.1268,69.6555,High
12.8902,2.8275,25.0434,68.2132,NiMH,36.4472,0.00703,0.20436,1.7299,86.1286,89.4829,Medium
11.6217,5.2739,20.9319,448.6080,Li-ion,61.2920,0.00266,0.35474,0.4602,93.0720,69.6019,Low
11.0786,5.0633,58.7066,224.6834,NiMH,56.0944,0.04695,0.07541,4.9288,19.2839,64.6260,High
12.2827,5.9303,32.3351,56.2007,NiMH,72.8401,0.01387,0.23558,0.7669,72.6774,84.1613,Low
10.6773,9.4224,39.3313,137.1202,Li-ion,100.6061,0.01692,0.30702,0.6597,68.7640,75.9608,Medium
13.1180,3.2069,21.3378,378.7537,Lead-acid,42.0679,0.01293,0.33049,0.2444,69.7174,72.3752,Low
12.0060,8.0178,47.5286,30.7197,Li-ion,96.2612,0.02350,0.14871,1.5533,58.9341,78.4379,Medium
11.6979,9.6120,55.1605,166.8281,Li-ion,112.4405,0.04658,0.13092,4.1912,24.2280,67.1082,High
13.6002,9.4008,31.9710,166.8758,NiMH,127.8523,0.01897,0.18497,1.0922,65.8158,77.4630,Medium
10.0706,9.1650,34.5725,229.9667,NiMH,92.2968,0.02490,0.26040,0.1992,54.9787,74.8995,Medium
10.2576,3.0032,56.7953,496.8380,NiMH,30.8059,0.04026,0.15803,4.7841,31.7250,49.4520,High
13.2185,9.0615,23.8097,342.0293,NiMH,119.7796,0.00457,0.08741,0.0141,88.3655,73.3141,Low
13.4948,7.5161,34.3664,266.7524,Li-ion,101.4288,0.01587,0.09736,2.4349,72.1945,75.3011,Medium
10.0482,3.9487,52.2966,168.7315,Li-ion,39.6769,0.03594,0.12720,4.7033,43.0904,66.3632,High
10.9114,9.2508,55.6980,400.9189,Li-ion,100.9393,0.04939,0.31900,3.6699,22.1387,53.4471,High
13.9150,6.8172,52.9801,449.6293,NiMH,94.8610,0.04174,0.15415,4.6597,26.1082,52.9240,High
10.6079,8.6352,56.7537,97.3089,NiMH,91.6014,0.03187,0.07273,3.0994,41.6088,69.6296,High
11.4282,2.0068,20.7010,415.6949,Li-ion,22.9335,0.00125,0.44828,2.8137,95.4096,71.6322,Medium
12.1457,3.0601,25.5772,494.7909,Lead-acid,37.1668,0.02046,0.33158,2.6320,55.0600,64.5881,Medium
13.3864,0.7665,21.6152,148.2814,Li-ion,10.2602,0.01624,0.27537,1.7794,73.1017,87.9182,Medium
10.7073,6.5277,31.6841,12.3096,Li-ion,69.8945,0.00783,0.14403,0.9465,86.4597,87.2444,Low
10.5445,3.5463,32.2321,474.1667,Lead-acid,37.3942,0.01303,0.10842,1.4613,70.1428,66.6508,Low
12.4293,4.6249,30.5676,36.2423,Lead-acid,57.4842,0.00704,0.17224,0.9805,85.0908,86.3039,Low
12.7759,9.9870,30.5606,108.0874,Lead-acid,127.5928,0.00400,0.07651,0.9178,85.7929,80.4593,Low
12.9956,8.8343,28.0893,223.1389,NiMH,114.8073,0.00927,0.32350,0.6848,80.8396,80.5762,Low
11.8585,8.1422,56.1926,15.0590,NiMH,96.5540,0.04853,0.19335,3.0729,14.9805,76.3521,High
10.5053,1.6245,22.3608,292.6975,Lead-acid,17.0663,0.00421,0.20209,2.5608,91.4516,79.1235,Medium
12.7816,6.5015,22.6263,407.6339,NiMH,83.0992,0.01191,0.04092,0.6969,78.2606,71.1064,Low
11.2069,8.5434,58.9423,355.7821,Li-ion,95.7449,0.03663,0.33914,3.1921,40.0665,52.5982,High
12.4682,7.0347,22.6562,434.7197,Li-ion,87.7103,0.01437,0.44492,0.6589,74.9167,73.2381,Low
13.5589,6.1777,24.6736,384.1589,Lead-acid,83.7623,0.00608,0.17760,1.2256,85.4571,69.2003,Low
13.4783,6.7393,54.4970,416.8383,NiMH,90.8348,0.04287,0.32446,4.6257,25.4714,57.2918,High
12.8439,0.5113,54.8329,216.2238,NiMH,6.5672,0.04851,0.28502,3.9859,16.9084,66.2160,High
12.5004,5.0631,20.0572,57.5236,Lead-acid,63.2908,0.00223,0.11141,1.2358,93.7956,90.4965,Low
10.4601,3.0035,45.8200,353.4683,NiMH,31.4173,0.00958,0.33650,0.8294,82.2325,64.1854,Medium
10.0202,2.4678,25.9402,393.2048,Li-ion,24.7278,0.00352,0.33203,1.9317,92.7271,74.0708,Medium
11.0270,7.6542,43.5537,51.4591,Li-ion,84.4027,0.02099,0.07111,0.2591,64.0184,81.6315,Medium
12.4043,4.1127,44.5112,468.8652,Lead-acid,51.0153,0.01284,0.18713,0.0924,70.7806,58.8212,Medium
13.4610,4.7422,32.5621,247.3273,Lead-acid,63.8350,0.00912,0.17290,0.9899,79.7769,74.6683,Low
11.8147,9.0179,25.8960,448.9395,Li-ion,106.5436,0.00553,0.44245,0.0374,86.2950,69.3098,Low
11.6460,1.0488,53.4856,242.1081,Li-ion,12.2148,0.04395,0.30174,4.4888,32.1837,65.9347,High
11.3501,4.0301,52.2389,34.1614,Lead-acid,45.7423,0.04788,0.20091,4.9862,0.0000,77.9056,High
